"Disclaimer - The Data provided in the adjusted 52 week high and adjusted 52 week low columns  are adjusted for corporate actions (bonus, splits & rights).For actual (unadjusted) 52 week high & low prices, kindly refer bhavcopy."
"Effective for 16-Dec-2025"
"SYMBOL","SERIES","Adjusted_52_Week_High","52_Week_High_Date","Adjusted_52_Week_Low","52_Week_Low_DT"
"NIF100IETF","EQ","     32.70","20-DEC-2024","     23.85","07-APR-2025"
"NIF100INAV","EQ","-","-","-","-"
"NIF10GETF","EQ","     26.83","05-DEC-2025","     24.11","19-DEC-2024"
"NIF10GINAV","EQ","-","-","-","-"
"NIF5GETF","EQ","     65.00","08-OCT-2025","     58.85","13-JAN-2025"
"NIF5GINAV","EQ","-","-","-","-"
"NIFITEINAV","EQ","-","-","-","-"
"NIFITETF","EQ","    469.99","03-FEB-2025","    325.00","07-APR-2025"
"NIFMID150","EQ","    235.48","01-OCT-2025","    174.82","03-MAR-2025"
"NIFTY1","EQ","    320.00","21-AUG-2025","    238.25","07-APR-2025"
"NIFTY100EW","EQ","     35.23","30-OCT-2025","     24.25","02-APR-2025"
"NIFTYADD","EQ","    300.00","16-OCT-2025","    225.66","07-APR-2025"
"NIFTYBEES","EQ","    302.25","09-DEC-2025","    231.30","07-APR-2025"
"NIFTYBENAV","EQ","-","-","-","-"
"NIFTYBETF","EQ","    272.72","30-OCT-2025","    220.50","07-APR-2025"
"NIFTYBINAV","EQ","-","-","-","-"
"NIFTYCASE","EQ","     10.97","21-OCT-2025","     10.09","07-NOV-2025"
"NIFTYCINAV","EQ","-","-","-","-"
"NIFTYETF","EQ","    285.23","01-DEC-2025","    226.00","07-APR-2025"
"NIFTYIETF","EQ","    328.24","08-SEP-2025","    234.97","07-APR-2025"
"NIFTYQLITY","EQ","     23.28","18-DEC-2024","     18.30","07-APR-2025"
"NIITLTD","EQ","    221.00","16-DEC-2024","     85.60","09-DEC-2025"
"NIITMTS","EQ","    499.00","24-JAN-2025","    300.05","06-NOV-2025"
"NIKITA","ST","    155.00","10-OCT-2025","     77.15","30-JUL-2025"
"NILAINFRA","EQ","     15.49","02-JAN-2025","      8.12","07-APR-2025"
"NILASPACES","BE","     20.47","26-SEP-2025","     10.21","12-FEB-2025"
"NILKAMAL","EQ","   2020.00","02-JAN-2025","   1330.70","09-DEC-2025"
"NIM150INAV","EQ","-","-","-","-"
"NINSYS","EQ","    642.25","17-DEC-2024","    381.55","09-DEC-2025"
"NIPPOBATRY","EQ","    583.35","24-DEC-2024","    388.10","07-APR-2025"
"NIRAJ","EQ","     72.37","31-DEC-2024","     27.20","06-NOV-2025"
"NIRAJISPAT","EQ","    612.50","14-JUL-2025","    191.15","09-DEC-2025"
"NIRMAN","SM","    456.00","08-JAN-2025","     51.50","19-NOV-2025"
"NITCO","EQ","    163.95","03-JUL-2025","     78.11","09-DEC-2025"
"NITINSPIN","EQ","    494.35","18-DEC-2024","    290.50","03-MAR-2025"
"NITIRAJ","EQ","    421.60","12-MAR-2025","    177.35","25-NOV-2025"
"NIVABUPA","EQ","     95.21","19-MAY-2025","     68.54","07-APR-2025"
"NKIND","EQ","     98.40","24-DEC-2024","     53.00","17-MAR-2025"
"NLCINDIA","EQ","    292.20","07-OCT-2025","    186.03","17-FEB-2025"
"NMDC","EQ","     79.24","09-OCT-2025","     59.53","09-APR-2025"
"NMSTEEL","SM","     90.00","27-DEC-2024","     23.35","28-MAR-2025"
"NOCIL","EQ","    275.90","16-DEC-2024","    155.56","15-DEC-2025"
"NOIDATOLL","EQ","     20.59","16-DEC-2024","      2.57","28-MAR-2025"
"NORBTEAEXP","BE","     76.00","11-DEC-2025","     18.81","16-DEC-2024"
"NORTHARC","EQ","    290.00","06-OCT-2025","    141.47","07-APR-2025"
"NOVAAGRI","EQ","     70.16","17-DEC-2024","     39.36","15-DEC-2025"
"NPBET","EQ","    305.21","15-DEC-2025","    240.38","27-JAN-2025"
"NPBETINAV","EQ","-","-","-","-"
"NPST","EQ","   3049.00","18-DEC-2024","   1402.90","09-DEC-2025"
"NRAIL","EQ","    514.00","14-NOV-2025","    205.75","07-APR-2025"
"NRBBEARING","EQ","    313.25","02-DEC-2025","    191.45","03-MAR-2025"
"NRL","EQ","    112.90","16-DEC-2024","     52.70","07-APR-2025"
"NRVANDANA","ST","     72.90","14-NOV-2025","     37.05","02-JUL-2025"
"NSIL","EQ","   8948.00","16-DEC-2024","   4600.00","03-MAR-2025"
"NSLNISP","EQ","     49.65","29-OCT-2025","     32.13","07-APR-2025"
"NTPC","EQ","    371.45","25-MAR-2025","    292.80","17-FEB-2025"
"NTPCGREEN","EQ","    144.80","16-DEC-2024","     84.55","03-MAR-2025"
"NUCLEUS","EQ","   1378.00","29-MAY-2025","    725.00","07-APR-2025"
"NURECA","EQ","    447.50","20-JAN-2025","    203.62","07-APR-2025"
"NUVAMA","EQ","   8508.50","30-JUN-2025","   4735.45","07-APR-2025"
"NUVOCO","EQ","    477.50","04-SEP-2025","    287.05","18-MAR-2025"
"NV20","EQ","    165.75","16-DEC-2024","    131.63","07-APR-2025"
"NV20BEES","EQ","    164.50","16-DEC-2024","    122.02","15-SEP-2025"
"NV20IETF","EQ","     16.25","16-DEC-2024","     11.20","07-APR-2025"
"NX30ADINAV","EQ","-","-","-","-"
"NXST","RR","    168.35","30-SEP-2025","    120.00","21-MAR-2025"
"NXT-INFRA","IV","    110.00","06-MAR-2025","    100.00","09-JUL-2025"
"NYKAA","EQ","    273.22","18-NOV-2025","    154.90","04-MAR-2025"
"OAL","EQ","    462.00","18-DEC-2024","    261.55","03-MAR-2025"
"OBCL","EQ","     64.84","25-AUG-2025","     49.01","12-MAR-2025"
"OBEROIRLTY","EQ","   2343.65","27-DEC-2024","   1451.95","28-FEB-2025"
"OBSCP","SM","    360.00","28-NOV-2025","    144.90","18-FEB-2025"
"OCCLLTD","EQ","    159.42","01-AUG-2025","     63.63","03-MAR-2025"
"ODIGMA","BE","    126.89","16-DEC-2024","     29.05","19-AUG-2025"
"OFSS","EQ","  13220.00","30-DEC-2024","   7038.00","07-APR-2025"
"OIL","EQ","    494.55","08-JAN-2025","    325.00","07-APR-2025"
"OILCOUNTUB","EQ","    100.66","07-FEB-2025","     59.29","20-DEC-2024"
"OILETFINAV","EQ","-","-","-","-"
"OILIETF","EQ","     12.66","21-NOV-2025","      9.42","04-MAR-2025"
"OLAELEC","EQ","    100.40","17-DEC-2024","     33.20","09-DEC-2025"
"OLECTRA","EQ","   1714.20","23-SEP-2025","    989.95","07-APR-2025"
"OLIL","SM","    355.00","12-NOV-2025","     95.00","16-DEC-2024"
"OMAXAUTO","EQ","    165.80","31-JUL-2025","     77.55","07-APR-2025"
"OMAXE","EQ","    127.44","16-DEC-2024","     62.50","09-DEC-2025"
"OMFREIGHT","EQ","    107.40","18-NOV-2025","     81.10","08-OCT-2025"
"OMFURN","SM","    140.00","09-OCT-2025","     76.75","13-MAR-2025"
"OMINFRAL","EQ","    186.00","18-DEC-2024","     98.50","15-DEC-2025"
"OMKARCHEM","BZ","      9.99","08-JAN-2025","      4.77","08-DEC-2025"
"ONDOOR","SM","    321.10","09-JAN-2025","    110.10","08-DEC-2025"
"ONELIFECAP","BE","     19.72","18-DEC-2024","      9.08","04-MAR-2025"
"ONEPOINT","EQ","     69.99","20-MAY-2025","     41.01","07-APR-2025"
"ONESOURCE","EQ","   2248.00","18-JUN-2025","   1209.95","03-MAR-2025"
"ONGC","EQ","    273.50","08-JAN-2025","    205.00","07-APR-2025"
"ONMOBILE","EQ","     78.52","16-DEC-2024","     41.07","07-APR-2025"
"ONWARDTEC","EQ","    385.00","17-JUL-2025","    206.00","07-APR-2025"
"ONYX","SM","     97.45","02-JAN-2025","     30.50","05-DEC-2025"
"OPTIEMUS","EQ","    793.00","06-JAN-2025","    378.45","07-APR-2025"
"OPTIVALUE","SM","    107.55","10-SEP-2025","     72.00","15-DEC-2025"
"ORBTEXP","EQ","    306.29","17-DEC-2024","    138.70","03-MAR-2025"
"ORCHASP","EQ","      4.16","16-OCT-2025","      2.11","28-MAR-2025"
"ORCHPHARMA","EQ","   1997.40","03-JAN-2025","    603.80","30-MAY-2025"
"ORIANA","SM","   3064.00","14-NOV-2025","   1000.00","18-MAR-2025"
"ORICONENT","BE","     63.00","10-SEP-2025","     35.66","07-APR-2025"
"ORIENTALTL","EQ","     17.60","18-JUN-2025","      7.82","05-DEC-2025"
"ORIENTBELL","EQ","    338.20","27-JUN-2025","    216.00","27-MAR-2025"
"ORIENTCEM","EQ","    362.40","22-APR-2025","    150.65","09-DEC-2025"
"ORIENTCER","EQ","     57.50","17-DEC-2024","     28.67","07-APR-2025"
"ORIENTELEC","EQ","    262.08","26-DEC-2024","    155.35","24-NOV-2025"
"ORIENTHOT","EQ","    196.00","18-DEC-2024","    103.97","15-DEC-2025"
"ORIENTLTD","EQ","    145.84","16-DEC-2024","     73.80","15-DEC-2025"
"ORIENTPPR","EQ","     43.99","16-DEC-2024","     20.82","07-APR-2025"
"ORIENTTECH","EQ","    674.85","20-JAN-2025","    294.20","18-MAR-2025"
"ORISSAMINE","EQ","   7737.00","16-DEC-2024","   4310.00","07-APR-2025"
"ORKLAINDIA","EQ","    760.00","06-NOV-2025","    597.20","09-DEC-2025"
"ORTEL","BZ","      2.45","23-DEC-2024","      1.15","17-NOV-2025"
"ORTINGLOBE","BE","     19.59","16-DEC-2024","      9.64","28-MAR-2025"
"OSEINTRUST","IV","-","-","-","-"
"OSELDEVICE","ST","    835.00","20-NOV-2025","    186.25","05-MAR-2025"
"OSIAHYPER","EQ","     33.95","16-DEC-2024","     11.31","14-AUG-2025"
"OSWALAGRO","EQ","    110.80","16-JUN-2025","     55.00","09-DEC-2025"
"OSWALGREEN","EQ","     53.94","16-DEC-2024","     30.15","07-APR-2025"
"OSWALPUMPS","EQ","    888.40","21-AUG-2025","    486.20","11-DEC-2025"
"OSWALSEEDS","EQ","     21.99","16-DEC-2024","     10.72","07-AUG-2025"
"OWAIS","SM","   1224.00","09-JAN-2025","    280.00","09-DEC-2025"
"PACEDIGITK","EQ","    231.95","10-OCT-2025","    194.50","11-DEC-2025"
"PAGEIND","EQ","  50590.00","27-JUN-2025","  36575.00","11-DEC-2025"
"PAISALO","EQ","     59.50","17-DEC-2024","     29.38","20-JUN-2025"
"PAKKA","EQ","    363.55","17-DEC-2024","    101.22","09-DEC-2025"
"PALASHSECU","EQ","    194.70","20-DEC-2024","    106.00","08-DEC-2025"
"PALREDTEC","EQ","     94.00","17-DEC-2024","     37.03","09-DEC-2025"
"PANACEABIO","EQ","    581.90","30-APR-2025","    281.10","28-FEB-2025"
"PANACHE","BE","    472.15","08-OCT-2025","    171.85","15-MAY-2025"
"PANAMAPET","EQ","    416.20","19-DEC-2024","    265.55","07-NOV-2025"
"PANSARI","BE","    352.30","19-NOV-2025","    142.05","03-MAR-2025"
"PAR","EQ","    225.95","16-DEC-2024","     81.01","01-APR-2025"
"PARACABLES","EQ","     90.10","20-DEC-2024","     33.96","09-DEC-2025"
"PARADEEP","EQ","    234.39","29-JUL-2025","     83.25","03-MAR-2025"
"PARAGMILK","EQ","    376.95","13-NOV-2025","    135.49","03-MAR-2025"
"PARAGON","SM","    108.55","16-DEC-2024","     42.40","10-DEC-2025"
"PARAMATRIX","SM","    111.00","10-JAN-2025","     63.60","25-MAR-2025"
"PARAMOUNT","SM","     92.00","24-DEC-2024","     44.55","09-DEC-2025"
"PARAS","EQ","    972.50","19-MAY-2025","    404.70","03-MAR-2025"
"PARASPETRO","EQ","      3.44","02-JAN-2025","      1.66","25-NOV-2025"
"PARIN","ST","    610.00","04-DEC-2025","    311.65","07-JUL-2025"
"PARKHOTELS","EQ","    206.20","09-JAN-2025","    126.91","11-DEC-2025"
"PARSVNATH","EQ","     27.39","09-JUL-2025","     11.48","11-DEC-2025"
"PARTH","SM","    306.40","26-AUG-2025","    169.00","11-AUG-2025"
"PARTYCRUS","SM","    140.00","02-JAN-2025","     63.05","07-NOV-2025"
"PASHUPATI","EQ","    860.00","15-DEC-2025","    501.00","17-DEC-2024"
"PASUPTAC","EQ","     63.50","27-NOV-2025","     38.64","03-MAR-2025"
"PATANJALI","EQ","    670.33","16-APR-2025","    521.00","04-DEC-2025"
"PATELEG-RE","BE","      2.80","12-DEC-2025","      1.35","15-DEC-2025"
"PATELENG","EQ","     57.26","16-DEC-2024","     29.25","15-DEC-2025"
"PATELRMART","EQ","    305.00","26-AUG-2025","    203.35","09-DEC-2025"
"PATILAUTOM","SM","    268.90","11-JUL-2025","    153.90","16-OCT-2025"
"PATINTLOG","EQ","     24.49","16-DEC-2024","     12.90","07-APR-2025"
"PATTECH","ST","    160.00","06-AUG-2025","     60.10","26-MAR-2025"
"PAUSHAKLTD","EQ","    625.00","01-DEC-2025","    541.55","09-DEC-2025"
"PAVNAIND","EQ","     56.40","24-JAN-2025","     26.20","09-DEC-2025"
"PAYTM","EQ","   1381.80","02-DEC-2025","    651.50","11-MAR-2025"
"PCBL","EQ","    498.40","17-DEC-2024","    305.70","11-DEC-2025"
"PCCL","SM","    228.00","01-JAN-2025","    150.00","05-MAY-2025"
"PCJEWELLER","EQ","     19.65","07-JUL-2025","      9.59","02-DEC-2025"
"PDMJEPAPER","EQ","    232.20","16-DEC-2024","     92.35","01-APR-2025"
"PDSL","EQ","    659.00","17-DEC-2024","    289.95","14-OCT-2025"
"PEARLPOLY","EQ","     47.40","18-DEC-2024","     20.26","09-DEC-2025"
"PELATRO","SM","    559.90","30-DEC-2024","    283.20","04-MAR-2025"
"PENIND","EQ","    279.90","07-NOV-2025","    135.65","12-FEB-2025"
"PENINLAND","EQ","     50.75","17-DEC-2024","     20.87","04-MAR-2025"
"PENTAGON","ST","    103.80","26-DEC-2024","     50.55","08-SEP-2025"
"PERFECT","SZ","     24.25","20-DEC-2024","      3.75","03-DEC-2025"
"PERSISTENT","EQ","   6788.90","20-DEC-2024","   4148.95","07-APR-2025"
"PETRONET","EQ","    349.50","30-DEC-2024","    265.60","15-DEC-2025"
"PFC","EQ","    513.30","16-DEC-2024","    334.85","09-DEC-2025"
"PFIZER","EQ","   5993.00","16-JUN-2025","   3701.00","07-APR-2025"
"PFOCUS","EQ","    217.89","10-DEC-2025","     85.00","07-APR-2025"
"PFS","EQ","     45.92","30-DEC-2024","     29.41","03-MAR-2025"
"PGEL","EQ","   1054.20","06-JAN-2025","    465.00","14-AUG-2025"
"PGHH","EQ","  15809.85","16-DEC-2024","  12105.60","27-MAR-2025"
"PGHL","EQ","   6739.00","29-AUG-2025","   4903.85","27-MAR-2025"
"PGIL","EQ","   1993.30","13-NOV-2025","    875.00","07-APR-2025"
"PGINVIT","IV","     98.19","07-NOV-2025","     74.96","20-MAR-2025"
"PHANTOMFX","SM","    327.95","28-JUL-2025","    165.00","19-FEB-2025"
"PHARMABEES","EQ","     24.65","03-JAN-2025","     19.47","07-APR-2025"
"PHARMAINAV","EQ","-","-","-","-"
"PHOENIXLTD","EQ","   1857.00","17-DEC-2024","   1402.50","11-AUG-2025"
"PHOGLOBAL","SM","     30.00","06-JAN-2025","     16.75","27-MAR-2025"
"PICCADIL","EQ","    805.50","22-SEP-2025","    533.15","09-DEC-2025"
"PIDILITIND","EQ","   1607.18","16-DEC-2024","   1311.10","03-MAR-2025"
"PIGL","EQ","    417.00","10-JAN-2025","    106.74","07-JUL-2025"
"PIIND","EQ","   4330.00","30-JUL-2025","   2951.10","03-MAR-2025"
"PILANIINVS","EQ","   6089.80","16-DEC-2024","   3279.55","04-MAR-2025"
"PILITA","EQ","     20.64","10-JUN-2025","      9.71","28-NOV-2025"
"PINELABS","EQ","    284.00","14-NOV-2025","    230.28","15-DEC-2025"
"PIONEEREMB","EQ","     70.90","20-DEC-2024","     26.77","24-NOV-2025"
"PIRAMALFIN","EQ","   1784.00","21-NOV-2025","   1260.00","07-NOV-2025"
"PITTIENG","EQ","   1456.90","17-DEC-2024","    753.30","09-DEC-2025"
"PIXTRANS","EQ","   2571.95","01-JAN-2025","   1220.10","12-AUG-2025"
"PKTEA","EQ","   1013.90","06-JUN-2025","    565.00","15-MAY-2025"
"PLADAINFO","SM","     29.75","27-JAN-2025","     14.85","25-NOV-2025"
"PLASTIBLEN","EQ","    269.00","16-DEC-2024","    157.10","09-DEC-2025"
"PLATIND","EQ","    502.05","16-DEC-2024","    225.00","07-APR-2025"
"PLAZACABLE","EQ","     90.38","17-DEC-2024","     38.11","10-DEC-2025"
"PNB","EQ","    127.80","02-DEC-2025","     85.46","04-MAR-2025"
"PNBGILTS","EQ","    123.65","16-DEC-2024","     74.25","17-MAR-2025"
"PNBHOUSING","EQ","   1141.90","09-JUN-2025","    746.70","28-FEB-2025"
"PNC","EQ","     64.68","17-DEC-2024","     22.12","26-MAR-2025"
"PNCINFRA","EQ","    338.80","01-JAN-2025","    240.00","09-MAY-2025"
"PNGJL","EQ","    741.50","16-DEC-2024","    473.80","07-APR-2025"
"POCL","EQ","   1506.00","17-OCT-2025","    490.00","17-MAR-2025"
"PODDARMENT","EQ","    387.35","16-DEC-2024","    250.00","18-NOV-2025"
"POKARNA","EQ","   1451.65","04-FEB-2025","    699.95","16-OCT-2025"
"POLICYBZR","EQ","   2246.90","03-JAN-2025","   1311.35","17-MAR-2025"
"POLYCAB","EQ","   7903.00","31-OCT-2025","   4555.00","28-FEB-2025"
"POLYMED","EQ","   2937.60","07-MAY-2025","   1821.20","13-AUG-2025"
"POLYPLEX","EQ","   1445.00","16-DEC-2024","    774.00","09-DEC-2025"
"POLYSIL","ST","    356.75","02-DEC-2025","     14.25","04-MAR-2025"
"PONNIERODE","EQ","    437.40","20-DEC-2024","    266.30","09-DEC-2025"
"POONAWALLA","EQ","    570.40","06-OCT-2025","    267.20","04-MAR-2025"
"POSITRON","SM","    420.00","29-APR-2025","    207.10","09-DEC-2025"
"POWERGRID","EQ","    336.25","16-DEC-2024","    247.30","28-FEB-2025"
"POWERINDIA","EQ","  22840.00","03-DEC-2025","   8801.00","28-JAN-2025"
"POWERMECH","EQ","   3415.00","10-JUL-2025","   1700.00","03-MAR-2025"
"PPAP","EQ","    294.79","29-OCT-2025","    154.05","07-APR-2025"
"PPL","EQ","    562.50","16-DEC-2024","    220.32","09-DEC-2025"
"PPLPHARMA","EQ","    273.35","31-DEC-2024","    169.58","11-DEC-2025"
"PPSL","SM","     45.60","09-JAN-2025","      9.00","02-DEC-2025"
"PRABHA","EQ","    315.90","16-JUL-2025","    155.04","27-MAR-2025"
"PRAENG","BE","     34.89","03-JAN-2025","     17.12","09-MAY-2025"
"PRAJIND","EQ","    875.00","01-JAN-2025","    293.40","09-DEC-2025"
"PRAKASH","EQ","    190.90","05-AUG-2025","    120.91","08-DEC-2025"
"PRAKASHSTL","EQ","      9.19","16-DEC-2024","      3.96","15-DEC-2025"
"PRAMARA","SM","    362.95","26-NOV-2025","    101.05","20-MAR-2025"
"PRANIK","SM","    112.95","01-JAN-2025","     48.10","09-DEC-2025"
"PRATHAM","SM","    242.30","06-JAN-2025","    133.00","08-OCT-2025"
"PRAXIS","EQ","     21.82","08-JAN-2025","      8.65","02-MAY-2025"
"PRECAM","EQ","    380.00","06-JAN-2025","    145.00","07-APR-2025"
"PRECISION","SM","     46.95","20-DEC-2024","     12.30","11-DEC-2025"
"PRECOT","EQ","    647.40","17-DEC-2024","    331.10","08-APR-2025"
"PRECWIRE","EQ","    277.15","13-NOV-2025","    118.00","08-APR-2025"
"PREMEXPLN","EQ","    684.00","14-OCT-2025","    309.15","03-MAR-2025"
"PREMIER","BE","      4.34","06-FEB-2025","      2.55","27-MAR-2025"
"PREMIERENE","EQ","   1388.00","17-DEC-2024","    774.05","07-APR-2025"
"PREMIERPOL","EQ","     85.17","03-JAN-2025","     38.00","19-NOV-2025"
"PREMIUM","SM","     48.20","20-DEC-2024","     26.05","12-MAY-2025"
"PRESSTONIC","SM","    143.00","14-MAY-2025","     59.20","15-DEC-2025"
"PRESTIGE","EQ","   1900.00","17-DEC-2024","   1048.05","07-APR-2025"
"PRICOLLTD","EQ","    693.25","20-NOV-2025","    367.85","07-APR-2025"
"PRIMECAB","SM","    123.65","03-NOV-2025","     70.70","01-OCT-2025"
"PRIMESECU","EQ","    325.00","18-NOV-2025","    196.85","17-FEB-2025"
"PRIMO","EQ","     31.39","24-JUL-2025","     21.51","09-DEC-2025"
"PRINCEPIPE","EQ","    435.00","30-DEC-2024","    229.05","07-APR-2025"
"PRITI","EQ","    162.80","24-DEC-2024","     54.50","26-NOV-2025"
"PRITIKA","SM","    104.25","31-DEC-2024","     66.50","23-MAY-2025"
"PRITIKAUTO","EQ","     26.77","06-JAN-2025","     12.80","08-APR-2025"
"PRIVISCL","EQ","   3440.50","11-NOV-2025","   1368.15","04-MAR-2025"
"PRIZOR","SM","    362.00","09-OCT-2025","    105.10","28-MAR-2025"
"PRLIND","SM","    139.00","08-JAN-2025","     75.45","15-DEC-2025"
"PROFX","SM","    136.90","15-JUL-2025","     56.90","15-DEC-2025"
"PROLIFE","SM","    361.00","06-JAN-2025","     75.00","09-DEC-2025"
"PROPEQUITY","SM","    315.00","18-DEC-2024","    156.60","20-OCT-2025"
"PROSTARM","EQ","    253.49","30-JUL-2025","    108.00","13-JUN-2025"
"PROTEAN","EQ","   1535.00","06-FEB-2025","    716.05","12-AUG-2025"
"PROV","SM","   1770.00","01-JAN-2025","    815.10","02-SEP-2025"
"PROZONER","BE","     72.77","29-OCT-2025","     23.20","17-DEC-2024"
"PRSMJOHNSN","EQ","    194.90","16-DEC-2024","    105.30","04-MAR-2025"
"PRUDENT","EQ","   3098.00","31-JUL-2025","   1570.00","03-MAR-2025"
"PRUDMOULI","EQ","     71.87","07-JAN-2025","     21.39","03-DEC-2025"
"PSB","EQ","     53.15","16-DEC-2024","     25.22","07-APR-2025"
"PSBKICINAV","EQ","-","-","-","-"
"PSFL","SM","     78.00","04-FEB-2025","     28.25","10-DEC-2025"
"PSPPROJECT","EQ","   1029.90","14-NOV-2025","    609.00","19-FEB-2025"
"PSRAJ","ST","    310.00","12-DEC-2025","    122.85","28-MAR-2025"
"PSUBANK","EQ","    870.00","27-OCT-2025","    552.00","03-MAR-2025"
"PSUBANKADD","EQ","     87.47","20-NOV-2025","     55.47","03-MAR-2025"
"PSUBKBENAV","EQ","-","-","-","-"
"PSUBNKBEES","EQ","     97.66","02-DEC-2025","     61.54","03-MAR-2025"
"PSUBNKIETF","EQ","     87.80","19-NOV-2025","     55.80","03-MAR-2025"
"PTC","EQ","    207.00","24-JUL-2025","    127.69","13-JAN-2025"
"PTCIL","EQ","  19387.00","08-DEC-2025","   9756.30","20-FEB-2025"
"PTL","EQ","     47.40","02-JUL-2025","     34.72","03-MAR-2025"
"PULZ","SM","     86.50","17-DEC-2024","     29.00","10-DEC-2025"
"PUNJABCHEM","EQ","   1666.00","30-JUL-2025","    662.00","24-FEB-2025"
"PURPLEUTED","ST","    587.95","29-OCT-2025","    119.55","18-MAR-2025"
"PURVA","EQ","    463.70","17-DEC-2024","    208.70","09-MAY-2025"
"PURVFLEXI","SM","    195.00","16-DEC-2024","     69.00","22-JUL-2025"
"PUSHPA","SM","    148.75","04-NOV-2025","     91.00","09-DEC-2025"
"PVP","BE","     39.41","25-NOV-2025","     18.30","08-JUL-2025"
"PVRINOX","EQ","   1539.00","17-DEC-2024","    830.00","07-APR-2025"
"PVSL","EQ","    186.86","16-DEC-2024","     86.75","21-APR-2025"
"PVTBANIETF","EQ","     29.44","15-DEC-2025","     22.23","28-JAN-2025"
"PVTBANKADD","EQ","     29.70","24-OCT-2025","     23.63","27-JAN-2025"
"PWL","EQ","    161.99","18-NOV-2025","    121.22","20-NOV-2025"
"PYRAMID","EQ","    225.21","16-DEC-2024","    134.91","17-MAR-2025"
"QFIL","SM","    101.80","01-JAN-2025","     60.55","22-JUL-2025"
"QGOLDHALF","EQ","    112.11","15-DEC-2025","     62.24","19-DEC-2024"
"QGOLDHINAV","EQ","-","-","-","-"
"QMSMEDI","SM","    118.81","15-JAN-2025","     71.63","27-MAR-2025"
"QNIFTY","EQ","   2880.00","01-DEC-2025","   2364.00","07-APR-2025"
"QNIFTYINAV","EQ","-","-","-","-"
"QPOWER","EQ","   1082.00","30-SEP-2025","    267.80","07-APR-2025"
"QUADFUTURE","EQ","    744.00","06-FEB-2025","    254.40","09-DEC-2025"
"QUADPRO","SM","      4.65","25-JUN-2025","      2.60","15-DEC-2025"
"QUAL30IETF","EQ","     22.72","08-DEC-2025","     18.00","26-NOV-2025"
"QUALITINAV","EQ","-","-","-","-"
"QUALITY30","EQ","     22.09","01-DEC-2025","     19.51","21-AUG-2025"
"QUESS","EQ","    752.00","18-DEC-2024","    197.33","08-DEC-2025"
"QUESTLAB","SM","    160.00","10-FEB-2025","     75.15","30-MAY-2025"
"QUICKHEAL","EQ","    707.00","17-DEC-2024","    245.00","05-MAY-2025"
"QUICKTOUCH","SM","    106.60","16-DEC-2024","     27.15","01-DEC-2025"
"QUINTEGRA","BE","      2.54","13-JAN-2025","      1.37","02-JUN-2025"
"QVCEL","SM","     48.55","18-DEC-2024","     22.20","28-MAR-2025"
"RACE","EQ","    385.00","31-DEC-2024","    141.06","11-DEC-2025"
"RACLGEAR","EQ","   1347.80","07-OCT-2025","    658.05","18-MAR-2025"
"RADAAN","EQ","      7.42","30-DEC-2024","      2.98","19-NOV-2025"
"RADHIKAJWE","EQ","    118.99","22-JAN-2025","     71.00","07-APR-2025"
"RADIANTCMS","EQ","     77.54","16-DEC-2024","     49.38","28-MAR-2025"
"RADICO","EQ","   3591.90","20-NOV-2025","   1845.50","19-FEB-2025"
"RADIOCITY","EQ","     13.95","16-DEC-2024","      6.02","01-DEC-2025"
"RADIOWALLA","SM","    115.00","16-DEC-2024","     50.00","14-NOV-2025"
"RAILTEL","EQ","    478.95","10-JUN-2025","    265.50","03-MAR-2025"
"RAIN","EQ","    192.94","16-DEC-2024","     99.90","09-DEC-2025"
"RAINBOW","EQ","   1649.90","08-JAN-2025","   1218.00","03-MAR-2025"
"RAJESHEXPO","EQ","    261.80","26-DEC-2024","    151.11","17-MAR-2025"
